Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,DailyPctChange
2020-07-08 00:00:00-04:00,52.790000915527344,54.130001068115234,52.119998931884766,52.97999954223633,43.24031829833984,5539400,0.0,0.0,
2020-07-09 00:00:00-04:00,52.790000915527344,52.81999969482422,49.869998931884766,50.220001220703125,40.98770904541016,6920900,0.0,0.0,-5.21
2020-07-10 00:00:00-04:00,50.220001220703125,53.65999984741211,50.15999984741211,53.650001525878906,43.787147521972656,5180700,0.0,0.0,6.83
2020-07-13 00:00:00-04:00,54.16999816894531,54.540000915527344,52.5099983215332,53.22999954223633,43.444358825683594,4305500,0.0,0.0,-0.783
2020-07-14 00:00:00-04:00,52.70000076293945,54.5099983215332,52.36000061035156,54.400001525878906,44.399269104003906,4671100,0.0,0.0,2.198
2020-07-15 00:00:00-04:00,56.2400016784668,57.45000076293945,55.4900016784668,57.22999954223633,46.70901870727539,3941400,0.0,0.0,5.202
2020-07-16 00:00:00-04:00,56.650001525878906,57.84000015258789,55.7599983215332,56.58000183105469,46.178504943847656,2530900,0.0,0.0,-1.136
2020-07-17 00:00:00-04:00,56.97999954223633,57.91999816894531,55.31999969482422,55.470001220703125,45.27255630493164,3093300,0.0,0.0,-1.962
2020-07-20 00:00:00-04:00,55.34000015258789,56.13999938964844,54.2599983215332,54.33000183105469,44.342132568359375,2329200,0.0,0.0,-2.055
2020-07-21 00:00:00-04:00,55.29999923706055,57.939998626708984,55.02000045776367,57.58000183105469,46.99466323852539,4050700,0.0,0.0,5.982
2020-07-22 00:00:00-04:00,56.560001373291016,57.939998626708984,56.02000045776367,57.06999969482422,46.57841873168945,2741100,0.0,0.0,-0.886
2020-07-23 00:00:00-04:00,56.470001220703125,57.810001373291016,56.38999938964844,57.66999816894531,47.0681266784668,3576100,0.0,0.0,1.051
2020-07-24 00:00:00-04:00,57.720001220703125,58.75,57.459999084472656,57.97999954223633,47.32113265991211,2978400,0.0,0.0,0.538
2020-07-27 00:00:00-04:00,57.79999923706055,58.13999938964844,56.810001373291016,58.029998779296875,47.3619384765625,2678400,0.0,0.0,0.086
2020-07-28 00:00:00-04:00,57.619998931884766,58.540000915527344,56.52000045776367,56.88999938964844,46.431522369384766,3645500,0.0,0.0,-1.964
2020-07-29 00:00:00-04:00,57.599998474121094,59.7599983215332,57.13999938964844,59.689998626708984,48.71677017211914,4510900,0.0,0.0,4.922
2020-07-30 00:00:00-04:00,56.43000030517578,57.369998931884766,54.400001525878906,56.33000183105469,45.974464416503906,6257300,0.0,0.0,-5.629
2020-07-31 00:00:00-04:00,55.540000915527344,56.459999084472656,55.06999969482422,56.22999954223633,45.89284896850586,5120100,0.0,0.0,-0.178
2020-08-03 00:00:00-04:00,55.22999954223633,55.65999984741211,53.58000183105469,53.90999984741211,44.779788970947266,5396500,0.98,0.0,-2.425
2020-08-04 00:00:00-04:00,53.689998626708984,53.93000030517578,51.93000030517578,53.02000045776367,44.040531158447266,5702700,0.0,0.0,-1.651
2020-08-05 00:00:00-04:00,54.279998779296875,54.380001068115234,51.290000915527344,51.619998931884766,42.877628326416016,5284500,0.0,0.0,-2.641
2020-08-06 00:00:00-04:00,51.36000061035156,52.97999954223633,51.099998474121094,51.47999954223633,42.76133728027344,3924600,0.0,0.0,-0.271
2020-08-07 00:00:00-04:00,51.220001220703125,52.869998931884766,50.72999954223633,52.65999984741211,43.74148178100586,3310200,0.0,0.0,2.292
2020-08-10 00:00:00-04:00,53.0,53.77000045776367,52.38999938964844,53.54999923706055,44.48075485229492,5663300,0.0,0.0,1.69
2020-08-11 00:00:00-04:00,55.029998779296875,55.72999954223633,53.45000076293945,53.650001525878906,44.56382369995117,4711000,0.0,0.0,0.187
2020-08-12 00:00:00-04:00,54.650001525878906,55.150001525878906,53.5,55.119998931884766,45.78485870361328,3138300,0.0,0.0,2.74
2020-08-13 00:00:00-04:00,54.31999969482422,54.939998626708984,53.099998474121094,53.189998626708984,44.181732177734375,3411000,0.0,0.0,-3.501
2020-08-14 00:00:00-04:00,52.849998474121094,54.52000045776367,52.650001525878906,54.459999084472656,45.23663711547851,3693700,0.0,0.0,2.388
