Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Daily_Pct_Change
2020-07-08 00:00:00-04:00,4.070000171661377,4.25,4.03000020980835,4.239999771118164,2.888957500457764,2988700,0.0,0.0,
2020-07-09 00:00:00-04:00,4.199999809265137,4.25,4.059999942779541,4.059999942779541,2.7663137912750244,2473700,0.0,0.0,-4.245279199417363
2020-07-10 00:00:00-04:00,4.079999923706055,4.460000038146973,4.079999923706055,4.400000095367432,2.9979751110076904,4889500,0.0,0.0,8.374388112801823
2020-07-13 00:00:00-04:00,4.460000038146973,4.570000171661377,4.25,4.349999904632568,2.963907480239868,6371800,0.0,0.0,-1.1363679466167786
2020-07-14 00:00:00-04:00,4.300000190734863,4.670000076293945,4.269999980926514,4.630000114440918,3.1546876430511475,8169400,0.0,0.0,6.436786573493047
2020-07-15 00:00:00-04:00,4.619999885559082,4.730000019073486,4.429999828338623,4.550000190734863,3.100179672241211,4054300,0.0,0.0,-1.7278600805329503
2020-07-16 00:00:00-04:00,4.5,4.539999961853027,4.329999923706055,4.329999923706055,2.9502806663513184,2182800,0.0,0.0,-4.835170501240715
2020-07-17 00:00:00-04:00,4.28000020980835,4.449999809265137,4.260000228881836,4.449999809265137,3.032043218612671,2390400,0.0,0.0,2.7713599924586996
2020-07-20 00:00:00-04:00,4.449999809265137,4.449999809265137,4.340000152587891,4.369999885559082,2.977534294128418,1826000,0.0,0.0,-1.79775117157287
2020-07-21 00:00:00-04:00,4.340000152587891,4.360000133514404,4.139999866485596,4.159999847412109,2.834449529647827,3898700,0.0,0.0,-4.805492989620664
2020-07-22 00:00:00-04:00,4.190000057220459,4.289999961853027,4.099999904632568,4.289999961853027,2.923026323318481,3141800,0.0,0.0,3.1250028656080175
2020-07-23 00:00:00-04:00,4.199999809265137,4.360000133514404,4.190000057220459,4.300000190734863,2.929839372634888,2408100,0.0,0.0,0.23310557041396063
2020-07-24 00:00:00-04:00,4.230000019073486,4.329999923706055,4.210000038146973,4.25,2.895772218704224,2597500,0.0,0.0,-1.1627950817908794
2020-07-27 00:00:00-04:00,4.309999942779541,4.409999847412109,4.210000038146973,4.409999847412109,3.004788637161255,4097700,0.0,0.0,3.7647022920496376
2020-07-28 00:00:00-04:00,4.389999866485596,4.440000057220459,4.289999961853027,4.369999885559082,2.977534294128418,1911600,0.0,0.0,-0.9070286448309095
2020-07-29 00:00:00-04:00,4.369999885559082,4.590000152587891,4.349999904632568,4.559999942779541,3.1069931983947754,3152400,0.0,0.0,4.347827510209434
2020-07-30 00:00:00-04:00,4.480000019073486,4.489999771118164,4.28000020980835,4.360000133514404,2.970721244812012,3326100,0.0,0.0,-4.38596078453517
2020-07-31 00:00:00-04:00,4.429999828338623,4.570000171661377,4.309999942779541,4.550000190734863,3.100179672241211,3511800,0.0,0.0,4.357799344086444
2020-08-03 00:00:00-04:00,4.519999980926514,4.599999904632568,4.409999847412109,4.480000019073486,3.052483558654785,3957300,0.0,0.0,-1.5384652467469784
2020-08-04 00:00:00-04:00,4.519999980926514,4.610000133514404,4.46999979019165,4.539999961853027,3.093365430831909,2857400,0.0,0.0,1.3392844313413477
2020-08-05 00:00:00-04:00,4.550000190734863,4.579999923706055,4.489999771118164,4.489999771118164,3.0592970848083496,2035500,0.0,0.0,-1.1013257963653267
2020-08-06 00:00:00-04:00,4.489999771118164,4.630000114440918,4.46999979019165,4.5,3.066111326217652,3874400,0.0,0.0,0.2227222581649535
2020-08-07 00:00:00-04:00,4.480000019073486,4.550000190734863,4.409999847412109,4.539999961853027,3.093365430831909,2236700,0.0,0.0,0.8888880411783928
2020-08-10 00:00:00-04:00,4.510000228881836,4.590000152587891,4.449999809265137,4.460000038146973,3.0388574600219727,2387900,0.0,0.0,-1.7621128717675627
2020-08-11 00:00:00-04:00,4.5,4.679999828338623,4.46999979019165,4.480000019073486,3.052483558654785,3898200,0.0,0.0,0.448430061781413
2020-08-12 00:00:00-04:00,4.559999942779541,4.730000019073486,4.539999961853027,4.690000057220459,3.1955692768096924,3594100,0.0,0.0,4.687500831538016
2020-08-13 00:00:00-04:00,4.690000057220459,4.78000020980835,4.420000076293945,4.480000019073486,3.052483558654785,4749600,0.0,0.0,-4.47761269903757
2020-08-14 00:00:00-04:00,4.420000076293945,4.539999961853027,4.329999923706055,4.5,3.066111326217652,3627500,0.0,0.0,0.4464281437804418
2020-08-17 00:00:00-04:00,4.630000114440918,4.630000114440918,4.340000152587891,4.420000076293945,3.0116028785705566,4055000,0.0,0.0,-1.7777760823567745
2020-08-18 00:00:00-04:00,4.380000114440918,4.420000076293945,4.21999979019165,4.329999923706055,2.9502806663513184,5261500,0.0,0.0,-2.0362025120903016
2020-08-19 00:00:00-04:00,4.300000190734863,4.380000114440918,4.269999980926514,4.300000190734863,2.929839372634888,2941500,0.0,0.0,-0.6928344919118312
2020-08-20 00:00:00-04:00,4.28000020980835,4.329999923706055,4.25,4.28000020980835,2.916212797164917,2073000,0.0,0.0,-0.4651158148691992
2020-08-21 00:00:00-04:00,4.269999980926514,4.380000114440918,4.269999980926514,4.320000171661377,2.943467378616333,3069400,0.0,0.0,0.9345785021542818
2020-08-24 00:00:00-04:00,4.320000171661377,4.369999885559082,4.239999771118164,4.349999904632568,2.963907480239868,3204400,0.0,0.0,0.6944382356275369
2020-08-25 00:00:00-04:00,4.400000095367432,4.519999980926514,4.369999885559082,4.510000228881836,3.072924852371216,4174200,0.0,0.0,3.6781684541848714
2020-08-26 00:00:00-04:00,4.5,4.53000020980835,4.25,4.320000171661377,2.943467378616333,6463900,0.0,0.0,-4.212861365365505
2020-08-27 00:00:00-04:00,4.110000133514404,4.170000076293945,4.059999942779541,4.130000114440918,2.950611114501953,3982800,0.2,0.0,-4.398149297929055
2020-08-28 00:00:00-04:00,4.110000133514404,4.360000133514404,4.059999942779541,4.329999923706055,3.0934979915618896,5355900,0.0,0.0,4.842610259641877
2020-08-31 00:00:00-04:00,4.269999980926514,4.409999847412109,4.159999847412109,4.360000133514404,3.114930868148804,4438100,0.0,0.0,0.6928455043175186
2020-09-01 00:00:00-04:00,4.349999904632568,4.360000133514404,4.179999828338623,4.210000038146973,3.0077664852142334,2823300,0.0,0.0,-3.4403690544505316
2020-09-02 00:00:00-04:00,4.150000095367432,4.179999828338623,3.9600000381469727,4.0,2.857734441757202,4333700,0.0,0.0,-4.988124376345704
2020-09-03 00:00:00-04:00,3.880000114440918,3.940000057220459,3.7200000286102295,3.740000009536743,2.6719820499420166,6487600,0.0,0.0,-6.499999761581421
2020-09-04 00:00:00-04:00,3.7899999618530273,3.7899999618530273,3.4100000858306885,3.690000057220459,2.636260509490967,5357700,0.0,0.0,-1.3368971173472688
2020-09-08 00:00:00-04:00,3.670000076293945,3.930000066757202,3.650000095367432,3.809999942779541,2.721992254257202,3840500,0.0,0.0,3.252029368516429
2020-09-09 00:00:00-04:00,3.859999895095825,3.950000047683716,3.819999933242798,3.930000066757202,2.8077242374420166,2057000,0.0,0.0,3.149609600521841
2020-09-10 00:00:00-04:00,3.849999904632568,3.9600000381469727,3.849999904632568,3.890000104904175,2.779147148132324,1664800,0.0,0.0,-1.017810716884615
2020-09-11 00:00:00-04:00,3.910000085830689,4.110000133514404,3.890000104904175,3.9800000190734863,2.843446016311645,3338000,0.0,0.0,2.313622409825844
2020-09-14 00:00:00-04:00,4.010000228881836,4.099999904632568,3.920000076293945,4.099999904632568,2.929178237915039,1935800,0.0,0.0,3.015072487035231
2020-09-15 00:00:00-04:00,4.079999923706055,4.110000133514404,3.849999904632568,3.880000114440918,2.772002458572388,3366000,0.0,0.0,-5.365848666071282
2020-09-16 00:00:00-04:00,3.890000104904175,4.0,3.880000114440918,3.910000085830689,2.79343581199646,1843700,0.0,0.0,0.7731951161061623
2020-09-17 00:00:00-04:00,3.859999895095825,3.9600000381469727,3.819999933242798,3.849999904632568,2.7505695819854736,2202800,0.0,0.0,-1.5345314547575928
2020-09-18 00:00:00-04:00,3.880000114440918,3.900000095367432,3.809999942779541,3.849999904632568,2.7505695819854736,2402100,0.0,0.0,0.0
2020-09-21 00:00:00-04:00,3.660000085830689,3.700000047683716,3.5999999046325684,3.640000104904175,2.6005380153656006,2864500,0.0,0.0,-5.454540387798657
2020-09-22 00:00:00-04:00,3.670000076293945,3.700000047683716,3.5899999141693115,3.680000066757202,2.6291160583496094,1946800,0.0,0.0,1.0989000192372256
2020-09-23 00:00:00-04:00,3.670000076293945,3.740000009536743,3.5,3.5199999809265137,2.5148065090179443,3537300,0.0,0.0,-4.347828340440218
2020-09-24 00:00:00-04:00,3.5,3.5199999809265137,3.3299999237060547,3.4200000762939453,2.4433634281158447,4490700,0.0,0.0,-2.8409063970007975
2020-09-25 00:00:00-04:00,3.4200000762939453,3.539999961853028,3.359999895095825,3.5,2.5005178451538086,2234800,0.0,0.0,2.339179003549785
2020-09-28 00:00:00-04:00,3.569999933242798,3.5799999237060547,3.4200000762939453,3.4600000381469727,2.471940040588379,1706500,0.0,0.0,-1.1428560529436416
2020-09-29 00:00:00-04:00,3.4600000381469727,3.5199999809265137,3.380000114440918,3.4600000381469727,2.471940040588379,3220600,0.0,0.0,0.0
2020-09-30 00:00:00-04:00,3.450000047683716,3.5899999141693115,3.430000066757202,3.490000009536743,2.493373155593872,2108400,0.0,0.0,0.8670511866767816
2020-10-01 00:00:00-04:00,3.4800000190734863,3.569999933242798,3.450000047683716,3.5299999713897705,2.521951198577881,1771500,0.0,0.0,1.1461307089892125
2020-10-02 00:00:00-04:00,3.430000066757202,3.5999999046325684,3.4200000762939453,3.539999961853028,2.52909517288208,1851800,0.0,0.0,0.2832858511134795
2020-10-05 00:00:00-04:00,3.559999942779541,3.7200000286102295,3.549999952316284,3.690000057220459,2.636260509490967,2090800,0.0,0.0,4.237290875249422
2020-10-06 00:00:00-04:00,3.670000076293945,3.759999990463257,3.539999961853028,3.539999961853028,2.52909517288208,1917000,0.0,0.0,-4.065043171853522
