Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,DailyPctChange
2020-07-08 00:00:00-04:00,198.0,201.1999969482422,197.3500061035156,200.27999877929688,198.5402984619141,4233700,0.0,0.0,
2020-07-09 00:00:00-04:00,202.02000427246097,202.82000732421875,195.63999938964844,200.7400054931641,198.99627685546875,6062800,0.0,0.0,0.23
2020-07-10 00:00:00-04:00,200.05999755859375,200.72999572753903,197.0800018310547,198.8800048828125,197.15245056152344,3783200,0.0,0.0,-0.927
2020-07-13 00:00:00-04:00,200.0,200.2599945068359,188.02999877929688,188.33999633789065,186.70399475097656,5555400,0.0,0.0,-5.3
2020-07-14 00:00:00-04:00,185.9900054931641,189.9600067138672,183.3000030517578,189.55999755859375,187.91339111328125,5854700,0.0,0.0,0.648
2020-07-15 00:00:00-04:00,191.02999877929688,192.1000061035156,186.75,188.08999633789065,186.45616149902344,7681800,0.0,0.0,-0.775
2020-07-16 00:00:00-04:00,186.4199981689453,186.86000061035156,181.92999267578125,185.5099945068359,183.89857482910156,7350000,0.0,0.0,-1.37
2020-07-17 00:00:00-04:00,187.13999938964844,188.3999938964844,183.36000061035156,187.77999877929688,186.14886474609375,4324300,0.0,0.0,1.22
2020-07-20 00:00:00-04:00,187.8999938964844,195.30999755859375,187.27000427246097,195.08999633789065,193.39537048339844,5729000,0.0,0.0,3.89
2020-07-21 00:00:00-04:00,196.0,196.5,189.47999572753903,190.8000030517578,189.14263916015625,5376800,0.0,0.0,-2.2
2020-07-22 00:00:00-04:00,190.77999877929688,191.8699951171875,188.8699951171875,191.30999755859375,189.648193359375,2833000,0.0,0.0,0.267
2020-07-23 00:00:00-04:00,191.47999572753903,194.57000732421875,187.5099945068359,188.5399932861328,186.9022674560547,3639500,0.0,0.0,-1.45
2020-07-24 00:00:00-04:00,186.05999755859375,188.94000244140625,184.3800048828125,188.4900054931641,186.8527069091797,3908400,0.0,0.0,-0.0265
2020-07-27 00:00:00-04:00,189.8999938964844,191.55999755859375,188.6499938964844,190.9600067138672,189.30125427246097,3015700,0.0,0.0,1.31
2020-07-28 00:00:00-04:00,191.0,192.97000122070312,189.0500030517578,189.5,187.8539123535156,3114200,0.0,0.0,-0.765
2020-07-29 00:00:00-04:00,190.1499938964844,194.55999755859375,189.75,193.61000061035156,191.92820739746097,3747800,0.0,0.0,2.17
2020-07-30 00:00:00-04:00,190.08999633789065,191.9199981689453,187.3699951171875,191.6999969482422,190.03482055664065,3587400,0.0,0.0,-0.987
2020-07-31 00:00:00-04:00,193.0,194.9900054931641,190.6699981689453,194.8500061035156,193.15744018554688,3734000,0.0,0.0,1.64
2020-08-03 00:00:00-04:00,197.8000030517578,204.7899932861328,196.57000732421875,203.19000244140625,201.4250030517578,6557500,0.0,0.0,4.28
2020-08-04 00:00:00-04:00,203.0,203.38999938964844,198.8999938964844,201.41000366210935,199.6604766845703,4480300,0.0,0.0,-0.876
2020-08-05 00:00:00-04:00,202.8000030517578,203.8999938964844,201.5800018310547,202.63999938964844,200.87977600097656,3559100,0.0,0.0,0.611
2020-08-06 00:00:00-04:00,202.97000122070312,209.9499969482422,202.3999938964844,207.7899932861328,205.9850616455078,5113300,0.0,0.0,2.54
2020-08-07 00:00:00-04:00,206.6199951171875,206.94000244140625,198.5800018310547,201.0500030517578,199.30360412597656,5423400,0.0,0.0,-3.24
2020-08-10 00:00:00-04:00,200.3999938964844,201.47999572753903,195.72000122070312,197.16000366210935,195.4473876953125,5528200,0.0,0.0,-1.93
2020-08-11 00:00:00-04:00,193.6199951171875,195.83999633789065,191.72000122070312,191.9900054931641,190.32228088378903,5015400,0.0,0.0,-2.62
2020-08-12 00:00:00-04:00,193.0,195.4199981689453,192.1199951171875,192.6199951171875,190.94683837890625,3980300,0.0,0.0,0.328
2020-08-13 00:00:00-04:00,193.32000732421875,198.07000732421875,193.22999572753903,195.13999938964844,193.4449005126953,4711600,0.0,0.0,1.31
2020-08-14 00:00:00-04:00,195.22000122070312,195.47999572753903,192.52000427246097,193.4600067138672,191.7795257568359,2833000,0.0,0.0,-0.861
2020-08-17 00:00:00-04:00,195.33999633789065,197.07000732421875,194.4199981689453,196.7400054931641,195.03103637695312,3574500,0.0,0.0,1.7
2020-08-18 00:00:00-04:00,199.3300018310547,204.8000030517578,199.0,204.0099945068359,202.23785400390625,7284800,0.0,0.0,3.7
2020-08-19 00:00:00-04:00,204.0,207.1000061035156,200.02999877929688,205.11000061035156,203.3283233642578,7080700,0.0,0.0,0.539
2020-08-20 00:00:00-04:00,203.8500061035156,210.11000061035156,203.5099945068359,209.5099945068359,207.69012451171875,5175100,0.0,0.0,2.15
2020-08-21 00:00:00-04:00,209.94000244140625,210.0,206.25,207.52999877929688,205.727294921875,5727800,0.0,0.0,-0.945
2020-08-24 00:00:00-04:00,208.8800048828125,209.2899932861328,205.1499938964844,208.4600067138672,206.64923095703125,5699000,0.0,0.0,0.448
2020-08-25 00:00:00-04:00,213.22000122070312,218.3500061035156,210.8000030517578,216.0500030517578,214.17330932617188,27096500,0.0,0.0,3.64
2020-08-26 00:00:00-04:00,251.9600067138672,277.9700012207031,249.47000122070312,272.32000732421875,269.95452880859375,63253400,0.0,0.0,26.0
2020-08-27 00:00:00-04:00,267.0,278.2799987792969,260.8399963378906,276.32000732421875,273.91973876953125,22817100,0.0,0.0,1.47
2020-08-28 00:00:00-04:00,271.2799987792969,275.75,267.3999938964844,271.1000061035156,268.7450866699219,28068000,0.0,0.0,-1.89
2020-08-31 00:00:00-04:00,270.0,274.7099914550781,265.9100036621094,272.6499938964844,270.2816467285156,16010100,0.0,0.0,0.572
2020-09-01 00:00:00-04:00,271.0,281.92999267578125,270.5799865722656,281.25,278.8069763183594,13293600,0.0,0.0,3.15
2020-09-02 00:00:00-04:00,283.4700012207031,284.5,268.57000732421875,276.69000244140625,274.28656005859375,12963800,0.0,0.0,-1.62
2020-09-03 00:00:00-04:00,270.5799865722656,271.75,257.4100036621094,265.010009765625,262.7080383300781,14000600,0.0,0.0,-4.22
2020-09-04 00:00:00-04:00,262.9800109863281,265.6700134277344,243.1999969482422,254.6999969482422,252.4875640869141,14374300,0.0,0.0,-3.89
2020-09-08 00:00:00-04:00,240.57000732421875,253.67999267578125,240.13999938964844,241.27000427246097,239.17420959472656,15229600,0.0,0.0,-5.27
2020-09-09 00:00:00-04:00,246.3999938964844,253.4499969482422,242.9600067138672,250.42999267578125,248.2546539306641,9988600,0.0,0.0,3.8
2020-09-10 00:00:00-04:00,254.80999755859375,256.510009765625,246.97000122070312,247.8000030517578,245.64749145507812,5945000,0.0,0.0,-1.05
2020-09-11 00:00:00-04:00,250.72000122070312,251.3000030517578,239.4499969482422,243.1000061035156,240.98834228515625,5455200,0.0,0.0,-1.9
2020-09-14 00:00:00-04:00,246.30999755859375,248.8699951171875,244.0399932861328,246.63999938964844,244.49755859375,4255200,0.0,0.0,1.46
2020-09-15 00:00:00-04:00,251.3699951171875,251.94000244140625,248.5099945068359,251.67999267578125,249.49378967285156,4133600,0.0,0.0,2.04
2020-09-16 00:00:00-04:00,254.6699981689453,255.42999267578125,250.22999572753903,250.6000061035156,248.42318725585935,5441200,0.0,0.0,-0.429
2020-09-17 00:00:00-04:00,246.1199951171875,248.82000732421875,241.30999755859375,244.52999877929688,242.40589904785156,5279500,0.0,0.0,-2.42
2020-09-18 00:00:00-04:00,245.1300048828125,248.11000061035156,238.7100067138672,242.77999877929688,240.6710968017578,6595600,0.0,0.0,-0.716
2020-09-21 00:00:00-04:00,238.97000122070312,245.1300048828125,236.8000030517578,245.0500030517578,242.92138671875,5561600,0.0,0.0,0.935
2020-09-22 00:00:00-04:00,246.7400054931641,248.57000732421875,241.2599945068359,247.77999877929688,245.6276702880859,3600800,0.0,0.0,1.11
2020-09-23 00:00:00-04:00,248.4900054931641,248.77000427246097,235.3500061035156,235.9900054931641,233.94009399414065,7507900,0.0,0.0,-4.76
2020-09-24 00:00:00-04:00,235.83999633789065,239.9600067138672,233.6300048828125,237.5500030517578,235.48654174804688,4166800,0.0,0.0,0.661
2020-09-25 00:00:00-04:00,237.38999938964844,243.9499969482422,235.0500030517578,242.7400054931641,240.63145446777344,5117800,0.0,0.0,2.18
2020-09-28 00:00:00-04:00,247.55999755859375,248.5800018310547,242.2100067138672,246.6699981689453,244.52731323242188,4088300,0.0,0.0,1.62
2020-09-29 00:00:00-04:00,245.2599945068359,247.8999938964844,244.5,247.4499969482422,245.3005218505859,3983700,0.0,0.0,0.316
2020-09-30 00:00:00-04:00,246.6499938964844,255.41000366210935,246.22000122070312,251.32000732421875,249.13693237304688,8188500,0.0,0.0,1.56
