Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Daily_Pct_Change
2020-11-24 00:00:00-05:00,9.75,9.75,9.744000434875488,9.744000434875488,9.744000434875488,900,0.0,0.0,
2020-11-25 00:00:00-05:00,9.744000434875488,9.744000434875488,9.744000434875488,9.744000434875488,9.744000434875488,100,0.0,0.0,0.0
2020-11-27 00:00:00-05:00,9.800000190734863,9.81999969482422,9.800000190734863,9.81999969482422,9.81999969482422,4500,0.0,0.0,0.00779959529524632
2020-11-30 00:00:00-05:00,9.81999969482422,10.800000190734863,9.720000267028809,9.949999809265137,9.949999809265137,53300,0.0,0.0,0.013238301270970032
2020-12-01 00:00:00-05:00,9.873000144958496,9.970000267028809,9.873000144958496,9.970000267028809,9.970000267028809,2000,0.0,0.0,0.0020100962961877578
2020-12-02 00:00:00-05:00,10.109999656677246,10.109999656677246,9.970000267028809,10.050000190734863,10.050000190734863,78500,0.0,0.0,0.008024064349388071
2020-12-03 00:00:00-05:00,10.050000190734863,10.050000190734863,10.050000190734863,10.050000190734863,10.050000190734863,1200,0.0,0.0,0.0
2020-12-04 00:00:00-05:00,10.039999961853027,10.1850004196167,9.989999771118164,10.0600004196167,10.0600004196167,84100,0.0,0.0,0.000995047631049406
2020-12-07 00:00:00-05:00,10.100000381469728,10.25,10.050000190734863,10.199999809265137,10.199999809265137,187700,0.0,0.0,0.013916439742432063
2020-12-08 00:00:00-05:00,10.119999885559082,10.199999809265137,9.899999618530272,10.1899995803833,10.1899995803833,14300,0.0,0.0,-0.0009804146145916404
2020-12-09 00:00:00-05:00,10.210000038146973,11.390000343322754,10.199999809265137,10.300000190734863,10.300000190734863,213500,0.0,0.0,0.010794957299441243
2020-12-10 00:00:00-05:00,10.18000030517578,10.25,10.15999984741211,10.25,10.25,268400,0.0,0.0,-0.004854387360093471
2020-12-11 00:00:00-05:00,10.350000381469728,11.039999961853027,10.130000114440918,10.350000381469728,10.350000381469728,269400,0.0,0.0,0.009756134777534564
2020-12-14 00:00:00-05:00,10.489999771118164,11.039999961853027,10.140000343322754,10.300000190734863,10.300000190734863,62800,0.0,0.0,-0.004830936124831764
2020-12-15 00:00:00-05:00,10.223999977111816,10.460000038146973,10.0,10.340999603271484,10.340999603271484,101200,0.0,0.0,0.003980525415281155
2020-12-16 00:00:00-05:00,10.5,10.56700038909912,10.25,10.4399995803833,10.4399995803833,4400,0.0,0.0,0.009573540364559818
2020-12-17 00:00:00-05:00,10.274999618530272,10.5,10.199999809265137,10.300000190734863,10.300000190734863,8200,0.0,0.0,-0.013409903762017006
2020-12-18 00:00:00-05:00,10.199999809265137,10.34000015258789,10.149999618530272,10.34000015258789,10.34000015258789,28000,0.0,0.0,0.0038834913701271123
2020-12-21 00:00:00-05:00,10.199999809265137,10.329999923706056,10.199999809265137,10.229999542236328,10.229999542236328,411000,0.0,0.0,-0.010638356743547184
2020-12-22 00:00:00-05:00,10.25,10.279999732971191,10.149999618530272,10.239999771118164,10.239999771118164,41900,0.0,0.0,0.0009775395238824647
2020-12-23 00:00:00-05:00,10.100000381469728,10.329999923706056,10.100000381469728,10.25,10.25,69500,0.0,0.0,0.0009765848735701077
2020-12-24 00:00:00-05:00,10.348999977111816,10.5,10.289999961853027,10.300000190734863,10.300000190734863,3100,0.0,0.0,0.004878067388767171
2020-12-28 00:00:00-05:00,10.40999984741211,10.45199966430664,10.31999969482422,10.31999969482422,10.31999969482422,280200,0.0,0.0,0.0019416993901948398
2020-12-29 00:00:00-05:00,10.380000114440918,10.604999542236328,9.970000267028809,10.289999961853027,10.289999961853027,96100,0.0,0.0,-0.0029069509552639428
2020-12-30 00:00:00-05:00,10.4399995803833,10.6899995803833,10.289999961853027,10.420000076293944,10.420000076293944,356200,0.0,0.0,0.012633636046924357
2020-12-31 00:00:00-05:00,10.68000030517578,10.68000030517578,10.109999656677246,10.109999656677246,10.109999656677246,131100,0.0,0.0,-0.029750519898935956
2021-01-04 00:00:00-05:00,10.300000190734863,10.649999618530272,10.220000267028809,10.300000190734863,10.300000190734863,57600,0.0,0.0,0.018793327449039943
2021-01-05 00:00:00-05:00,10.4399995803833,10.600000381469728,10.352999687194824,10.352999687194824,10.352999687194824,16200,0.0,0.0,0.005145582085293032
2021-01-06 00:00:00-05:00,10.449999809265137,10.449999809265137,10.220000267028809,10.380000114440918,10.380000114440918,6200,0.0,0.0,0.002607981074266741
2021-01-07 00:00:00-05:00,10.420000076293944,10.420000076293944,10.376999855041504,10.40999984741211,10.40999984741211,600,0.0,0.0,0.0028901476532217085
2021-01-08 00:00:00-05:00,10.347999572753906,10.420000076293944,10.300000190734863,10.420000076293944,10.420000076293944,4100,0.0,0.0,0.0009606367942762706
2021-01-11 00:00:00-05:00,10.449999809265137,10.449999809265137,10.300000190734863,10.399999618530272,10.399999618530272,3900,0.0,0.0,-0.0019194297137458127
2021-01-12 00:00:00-05:00,10.479999542236328,10.670000076293944,10.270000457763672,10.3100004196167,10.3100004196167,199600,0.0,0.0,-0.008653769443723425
2021-01-13 00:00:00-05:00,10.600000381469728,10.600000381469728,10.274999618530272,10.520000457763672,10.520000457763672,419400,0.0,0.0,0.020368577070802862
