Price,Close,High,Low,Open,Volume
Ticker,ABBV,ABBV,ABBV,ABBV,ABBV
Date,,,,,
2020-07-08,80.89274597167969,81.9438309600565,80.29794984280883,81.27570013989272,6154400
2020-07-09,79.8009262084961,81.30014418198714,78.88020501163366,80.72979086954703,5817300
2020-07-10,78.8965072631836,80.1186983058034,78.51355307520777,79.89870043695619,6202500
2020-07-13,79.7357406616211,81.12088796332924,78.96983231886833,79.32834366507342,8507400
2020-07-14,81.54191589355469,81.73160226707424,79.1254312994851,79.9749111366321,6765600
2020-07-15,82.86975860595703,82.86975860595703,81.50068915762768,82.47388120756727,5661600
2020-07-16,82.40789031982422,82.66356359843176,81.4924298491572,82.2182039403567,4269200
2020-07-17,83.15840911865234,83.52953903677701,82.40789384086867,82.71304944154839,6890900
2020-07-20,82.0945053100586,83.50480797862666,81.86357944043455,83.10068770678457,4823300
2020-07-21,80.32955169677734,82.3171687179902,80.13985902468514,82.3171687179902,8239000
2020-07-22,80.57696533203125,81.05531526952578,79.94191932637978,80.65944423262158,4441800
2020-07-23,80.8491439819336,81.58316101440872,80.370793965279,81.02233837577245,5127200
2020-07-24,80.09037780761719,80.98109713763918,79.55429637979337,80.86563421992416,5169400
2020-07-27,80.1316146850586,80.73367040918484,79.38934860056463,79.46357206288558,5030700
2020-07-28,79.76048278808594,80.5109980617483,79.55429810309174,79.99965777775007,5941800
2020-07-29,80.00790405273438,80.3295516463897,79.70274846469293,79.89244113666615,5512000
2020-07-30,79.2079086303711,79.78522322626196,78.68832549406932,79.43058531956981,6411500
2020-07-31,78.27593231201172,80.20581733874896,77.15428747361126,78.79551529022822,14613000
2020-08-03,79.12542724609375,80.13985225105284,78.39965321483173,78.50687326522625,6919000
2020-08-04,77.76460266113281,79.1996460506061,77.5749100162182,79.10892430202817,7865100
2020-08-05,76.9068832397461,78.18523073275188,76.80791233122243,77.91306545350442,6918900
2020-08-06,76.34605407714844,77.23677330010345,75.69450980992706,76.96460804438003,7269300
2020-08-07,76.63471221923828,76.70069281997765,76.04089939709678,76.44502585743311,5226600
2020-08-10,76.18934631347656,77.25325981661511,75.99965996732931,76.39553095457498,7623600
2020-08-11,76.42854309082031,76.93988341206628,75.98318338372047,76.13163661942042,7208400
2020-08-12,78.77079010009766,78.82852155381707,76.9728595942202,77.07182420502117,7705600
2020-08-13,78.08625030517578,78.7625357003366,77.5336769575243,78.46562930321662,6004200
2020-08-14,78.40792846679688,78.90277055778338,77.97081784822115,78.66359551715055,5488100
2020-08-17,79.46356201171875,80.2140771500697,78.5645999675026,78.58934111848014,7251400
2020-08-18,78.88627624511719,79.75224830599842,78.47390679929039,79.6862739767825,4557400
2020-08-19,79.25737762451172,80.34603231689546,79.05119297601286,80.09036536627883,7672000
2020-08-20,78.51512145996094,79.19965608880845,78.08626010599127,78.7542964372302,6798000
2020-08-21,78.23471069335938,78.61408972626444,77.7893510567517,78.5151188207105,5269000
2020-08-24,77.9460678100586,78.54812362630749,77.67390248872303,78.26771544717958,4103600
2020-08-25,77.57492065429688,78.17698267812604,77.45121488223202,77.6986327186187,6710000
2020-08-26,77.81410217285156,77.86359077809306,76.65122377192522,77.11307547246248,5682800
2020-08-27,77.77286529541016,78.39966220413308,77.25327586486121,77.79760645072065,5271500
2020-08-28,77.66563415527344,78.0615114605488,77.13780194307715,77.95429141315323,4938300
2020-08-31,78.98521423339844,79.1831560310306,77.53367880430008,77.62440055515077,9932300
2020-09-01,76.07392120361328,79.10896087977069,75.29042169517894,78.7790640317029,15783600
2020-09-02,77.48419952392578,77.72337450562611,75.79348893862327,75.93369300960921,9139200
2020-09-03,75.76875305175781,77.78111137146804,75.12545152577493,77.42647344874025,8921900
2020-09-04,75.76875305175781,76.80791937134927,74.70483928357444,75.9419474383564,9444800
2020-09-08,74.40791320800781,75.76048393063095,73.77286099896483,75.48006955082792,8563900
