Price,Close,High,Low,Open,Volume
Ticker,PFE,PFE,PFE,PFE,PFE
Date,,,,,
2020-07-08,25.459508895874023,25.927208416341013,25.323724626007053,25.655639876607076,24256545
2020-07-09,25.24074935913086,25.557579876925757,24.96918077716837,25.444426553860716,20363702
2020-07-10,25.51985740661621,25.678272642639268,25.263376679137757,25.391616284619104,24459019
2020-07-13,26.560869216918945,26.945591104077966,26.040364561601123,26.198779813140934,56569129
2020-07-14,26.575958251953125,26.719284168619946,26.31193283568295,26.681568418461193,32854129
2020-07-15,26.945587158203125,27.156807462658726,26.75699933381426,27.149264313646935,26294454
2020-07-16,26.855072021484375,26.88524462391822,26.598589735636665,26.855072021484375,18421812
2020-07-17,27.345394134521484,27.405745390134918,26.953129171221597,27.05119617030438,23347365
2020-07-20,27.533992767333984,28.378871155347145,27.398206953366525,28.280804128542666,36815693
2020-07-21,27.677322387695312,27.971523507317396,27.54908274049543,27.865913315611905,23588520
2020-07-22,29.087961196899414,29.21620384887547,28.303431116831522,28.83902510918041,90705554
2020-07-23,28.97480583190918,29.736706407658478,28.80130429117024,29.593380498497954,59639536
2020-07-24,28.409034729003906,28.77867023322469,28.160098698734593,28.688146386018868,33870501
2020-07-27,28.318517684936523,28.476932922121318,28.084667920391528,28.182731896050324,27640307
2020-07-28,29.43497085571289,29.67636382212791,28.710788923435636,29.072878373058167,56393954
2020-07-29,29.616008758544922,29.759337694983472,29.004980299152727,29.64618438891201,37033660
2020-07-30,29.509368896484375,29.66171556607967,29.09803625752017,29.15897431282318,32273796
2020-07-31,29.311317443847656,29.516985291328332,28.839046757248177,29.158973839401337,28472124
2020-08-03,29.21229362487793,29.448428956902244,29.113268142843427,29.410341526271587,31036400
2020-08-04,29.242761611938477,29.463663200502523,29.01424314965503,29.181823559507915,29448549
2020-08-05,29.288469314575195,29.34940737407495,29.044717076576184,29.303703063781196,24292697
2020-08-06,29.151351928710938,29.783586047150344,29.059943331696218,29.53221393669735,20922111
2020-08-07,29.288469314575195,29.417962308177703,29.067567700385183,29.174210070178688,23097251
2020-08-10,29.242761611938477,29.448429453063735,29.143736128235542,29.364637716799592,19964552
2020-08-11,28.785724639892578,29.387491352161618,28.694319092735203,29.372254542072557,21326847
2020-08-12,29.197052001953125,29.36463238135729,28.80095320178644,28.81619000913216,19957595
2020-08-13,29.075178146362305,29.082795019281185,28.854276581014418,28.99900635449841,15340021
2020-08-14,28.991392135620117,29.24276121565532,28.892366653259128,28.953304704863886,12901276
2020-08-17,29.21229362487793,29.2579948664243,28.907600305183358,28.976158292853615,17494187
2020-08-18,29.21991729736328,29.296089113672917,29.075187477431303,29.28847223830956,10846398
2020-08-19,29.14373207092285,29.410337927362516,29.037092791021962,29.311312457445645,15690055
2020-08-20,29.4941349029541,29.547456083735078,29.04471483466109,29.082799204736418,21957455
2020-08-21,29.616012573242188,29.707421191591035,29.379877215629293,29.63886319649156,25467170
2020-08-24,29.585540771484375,29.737887441448056,29.357022297876625,29.722653693254355,25011947
2020-08-25,29.257999420166016,29.372258667166054,28.907604804389337,29.334174293283258,26221201
2020-08-26,28.98377799987793,29.15135842328988,28.68670152473244,29.090420365928775,24083689
2020-08-27,28.83905029296875,28.94569266676102,28.70194041962204,28.915222104530713,22156556
2020-08-28,28.87713623046875,28.99139547321603,28.488654192592847,28.84666566982081,32830519
2020-08-31,28.785724639892578,28.96092192317589,28.56482305169288,28.82381207110213,30032465
2020-09-01,28.092554092407227,28.808580079263663,27.810714434702366,28.785726394075088,36145560
2020-09-02,28.3363037109375,28.412475508318746,27.726920143861626,28.008759775650127,29068688
2020-09-03,27.726926803588867,28.557212151439327,27.498408293881994,28.465803522486162,35956788
2020-09-04,27.696455001831055,27.90212285370265,27.32320673135034,27.79548049070816,26872257
2020-09-08,27.36890983581543,27.886884817111582,27.17847880322396,27.825946764175296,26736818
2020-09-09,27.559343338012695,27.9173547741435,27.528872780862557,27.643132010493694,27490533
2020-09-10,27.15562629699707,27.665984426645917,27.10230511553074,27.574578874614748,21650741
2020-09-11,27.47555160522461,27.506019099702012,27.003280939421956,27.224179462409218,24109301
2020-09-14,28.191579818725586,28.59529559190787,27.635517372817226,27.696455429372534,29565543
2020-09-15,28.153491973876953,28.45056537808172,28.039232736669305,28.328689266750306,22003726
2020-09-16,28.016382217407227,28.420097986181673,27.97067790982085,28.397244301050698,22208412
2020-09-17,28.046850204467773,28.161109444093974,27.84118234807036,28.01638270732779,17894390
2020-09-18,27.902122497558594,28.2372802678233,27.856418190762106,28.016381733212057,31694623
2020-09-21,27.437469482421875,27.78786717542642,26.94996497506938,27.704075424052743,26608968
2020-09-22,27.612661361694336,27.67360247579234,27.224179369702803,27.277500547532046,22727297
2020-09-23,27.422229766845703,27.711686270787304,27.399379146537928,27.681215714368317,23102521
2020-09-24,27.239418029785156,27.452699692913804,27.071837611321218,27.384144763241185,20859925
2020-09-25,27.4603214263916,27.536493235158826,27.05660563337653,27.071839382594824,14365598
2020-09-28,27.719301223754883,27.864030997036057,27.54410395884088,27.54410395884088,15044269
2020-09-29,27.55172348022461,27.833563118296187,27.4450811239083,27.74977444557644,13512491
2020-09-30,27.955448150634766,28.15349917924247,27.612670351284212,27.62790716610689,22629275
2020-10-01,27.704071044921875,28.25251659167762,27.544107505228496,28.11540367365095,22520396
2020-10-02,27.711685180664062,27.92496987918092,27.445079307517986,27.46793298960203,21461759
2020-10-05,27.993532180786133,28.09255768301708,27.68122192380421,27.82595173957836,19400029
2020-10-06,27.55172348022461,28.206811365403276,27.490785428426058,28.18395768180671,25233392
2020-10-07,27.780242919921875,27.87165153218129,27.445082091871328,27.620282442481116,22160034
2020-10-08,28.100170135498047,28.32107173062603,27.810713612183047,27.87926854037006,17857395
2020-10-09,28.024003982543945,28.27537312412672,27.871657284892386,28.054471484468593,23667465
2020-10-12,28.046850204467773,28.32107299210578,27.780244291114762,27.955441587696562,19413837
2020-10-13,28.1077880859375,28.282985381425483,27.902123293499745,27.932590790449513,21543233
2020-10-14,28.077322006225586,28.412479802968576,27.85642039148706,28.19158125090581,22120298
2020-10-15,27.841182708740234,27.985912510056956,27.734543404693195,27.902123829160924,16089205
2020-10-16,28.907604217529297,29.03710027412935,28.199198125580896,28.237282498690533,42993503
2020-10-19,28.793338775634766,29.59315637892818,28.671462682563895,29.265612464628276,31931352
2020-10-20,28.557212829589844,28.86190622488528,28.450570447504056,28.846669411247234,22384852
2020-10-21,28.244897842407227,28.52673440828538,28.229661032965634,28.45056261177847,18984859
2020-10-22,28.511505126953125,28.61814749637015,28.206814830530025,28.244902266086317,19243616
2020-10-23,29.082794189453125,29.15896904181858,28.67907849754618,28.89236318388947,30557884
2020-10-26,28.884754180908203,28.96092599135186,28.549593314674798,28.846666744348465,33783124
2020-10-27,28.511505126953125,29.037100099462126,28.08493871196078,28.214431705106133,36851529
2020-10-28,27.003280639648438,28.282982772350902,26.90425515834547,28.031613695001415,33857537
2020-10-29,26.87379264831543,27.148015491054807,26.35581752877493,27.026139352654248,27545341
2020-10-30,27.026134490966797,27.064221925869074,26.53862696238526,26.843320316252104,25631067
2020-11-02,27.597429275512695,27.612663023616395,27.071837401855248,27.368910803255066,21430666
2020-11-03,27.566959381103516,27.894503349281383,27.48317070183799,27.749776613456675,21636617
2020-11-04,28.435333251953125,29.03710003149031,28.153493579918095,28.229665388176628,40870536
2020-11-05,28.00437355041504,28.70467449580136,28.00437355041504,28.666198461992703,33926995
2020-11-06,28.012073516845703,28.258335645926703,27.773509690006893,28.00437830877644,23870676
2020-11-09,30.166851043701172,32.313931793800634,29.535809910790704,32.21388789495342,230153864
2020-11-10,29.766677856445312,31.19806395879774,29.597373990826295,31.128803989720193,80091668
2020-11-11,29.628158569335938,30.9364120847531,29.166421306442093,29.9205919628905,58980997
2020-11-12,28.897064208984375,29.50501951946449,28.65850044606563,29.458845189247807,46767877
2020-11-13,29.720497131347656,29.751281052202277,29.02019619425796,29.14332568933171,40175634
2020-11-16,28.727767944335938,29.20489559556879,28.35837629969364,29.135635629127396,75530167
2020-11-17,29.232717514038086,29.60583135841959,29.05427041708512,29.5977215331818,46984500
2020-11-18,29.459836959838867,30.352066474595635,29.443614211221284,29.95461996307001,63442700
2020-11-19,29.354389190673828,29.711283454282707,29.086721587139934,29.68694778547216,43261800
2020-11-20,29.768062591552734,30.262845588074292,29.557169956556884,29.768062591552734,60633800
2020-11-23,29.622058868408203,30.084396335643046,29.370610927175726,30.035728093870503,43673100
2020-11-24,29.686948776245117,29.800508014747816,29.21650145056828,29.305725019448253,42485300
2020-11-25,29.630170822143555,29.65450649186325,29.394948705454315,29.630170822143555,26955800
2020-11-27,30.197952270507812,30.222284844145175,29.808615621446773,29.83294819508414,25277000
2020-11-30,31.073959350585938,31.471405791589298,30.49806270645306,30.78195611562783,65425900
2020-12-01,31.966184616088867,32.850304033599535,31.64173593117465,31.9580747913434,72499700
2020-12-02,33.09364700317383,33.58842997494306,32.68808759604137,32.82597940343622,84347500
2020-12-03,32.51775360107422,33.28020417758532,32.05541612144253,33.23964885544044,68570100
2020-12-04,32.72053146362305,32.809755023821644,32.35552739652539,32.35552739652539,35368100
2020-12-07,33.45865249633789,33.580321561266445,32.74486704338095,32.98009225201729,48253700
2020-12-08,34.521217346191406,34.69155155210455,33.53976124365518,33.580319659115844,87039300
2020-12-09,33.9453239440918,34.943002890944086,33.3613204536045,34.934889969394376,86118500
2020-12-10,33.847984313964844,34.24543385406785,33.62087205914736,33.92098512360938,57749200
2020-12-11,33.353206634521484,34.12377016984063,33.00442527742096,34.04265952156405,60737000
2020-12-14,31.80396842956543,33.79121017239409,31.690412288976265,33.75876467674782,94809700
2020-12-15,31.398405075073242,31.779631865629664,30.99284571292296,31.682298485081866,65712800
2020-12-16,30.692731857299805,31.20373750675805,30.611621224636977,30.968512340194632,56515300
2020-12-17,30.84684944152832,30.919850263135093,30.262845962847052,30.684628143889192,52036400
2020-12-18,30.56295394897461,30.89551250401851,30.416952330255594,30.814401868806787,60259200
2020-12-21,30.319618225097656,30.33584097058706,29.938391441527447,30.23850449765063,40891800
2020-12-22,29.800508499145508,30.279068753866387,29.686949258796943,30.181732262139047,33634400
2020-12-23,30.368295669555664,30.538633019111725,29.914070988535713,30.019514235673302,36182000
2020-12-24,30.23040008544922,30.473735123020454,30.15739926476056,30.33584640292681,14790100
2020-12-28,29.865388870239258,30.481840785743376,29.75183275269169,30.303393690070266,26993700
2020-12-29,30.051956176757812,30.173625255704795,29.841066613312673,29.930290191984035,23152100
2020-12-30,29.800508499145508,30.206067932157342,29.768063001903062,30.03573061872095,24889800
2020-12-31,29.857288360595703,29.946508842097092,29.435506153699155,29.73561928573537,30796500
2021-01-04,29.857288360595703,29.962731591690012,29.419283404106235,29.90595351520135,33565700
2021-01-05,30.165496826171875,30.31149840818297,29.686936772729197,29.784273223517673,29909400
2021-01-06,29.905948638916016,30.40073159121779,29.82483799834995,29.87350623919315,34962500
