Date,equity_strategy,equity_benchmark,daily_ret_strategy,daily_ret_benchmark
2020-10-02,102065.23610119821,99050.56394709698,-0.005935200974280951,-0.009494360529030299
2020-10-05,103464.94335173235,100807.05696616316,0.013713849141997083,0.017733296501010853
2020-10-06,102382.73946271896,99373.94850138747,-0.010459619016408397,-0.014216350599906336
2020-10-07,105980.5668038083,101103.73817745082,0.03514095598506052,0.017406872748336077
2020-10-08,107912.8568823521,101999.78691565248,0.01823249428473883,0.008862666745605097
2020-10-09,108468.43402053262,102910.65470165768,0.005148386895049966,0.0089300949889084
2020-10-12,108930.33297693651,104566.22322522529,0.0042583721298719715,0.016087435536846773
2020-10-13,110613.28406608413,103883.82060235068,0.015449792937876409,-0.006526032994466857
2020-10-14,110348.57058229906,103231.07544638748,-0.0023931436989695545,-0.006283414993580316
2020-10-15,112367.73092742791,103103.49603614684,0.018298019942387417,-0.001235862454100789
2020-10-16,112598.41935427963,103041.16886450254,0.002052977531429598,-0.0006045107493002355
2020-10-19,112130.65707429823,101474.61148427775,-0.004154252632176313,-0.015203218262059948
2020-10-20,112095.68091703672,101881.08924844179,-0.0003119232346809565,0.004005708996747792
2020-10-21,109860.9510370949,101688.22854264831,-0.0199359142266664,-0.0018929980746786867
2020-10-22,111498.5158456004,102246.04462179948,0.014905794943943042,0.005485552134652405
2020-10-23,111342.59181183332,102593.17839518427,-0.0013984404418710052,0.003395082662305704
2020-10-26,109400.18354319023,100697.24104198243,-0.01744533010265937,-0.018480150267874196
2020-10-27,108538.97362866112,100350.09758294548,-0.007872106669630221,-0.003447397917210271
2020-10-28,106215.21788491501,96920.27255425174,-0.02140941328316083,-0.03417859186294048
2020-10-29,105126.87290674554,97905.30337883973,-0.010246601191824651,0.01016331050902286
2020-10-30,103739.21994135145,96884.65841126244,-0.013199793040786481,-0.010424817985885237
2020-11-02,104837.42998067063,97970.58467439256,0.010586256961832343,0.011208443947033464
2020-11-03,107705.1754175792,99700.3356078473,0.027354213446832008,0.017655819235983916
2020-11-04,107389.10010661336,101928.56831532609,-0.0029346343826135513,0.022349299968689396
2020-11-05,110423.26198587647,103916.45156447495,0.028253909160714265,0.019502709417041464
2020-11-06,112420.14533748594,103892.72171668497,0.018083901124609784,-0.0002283550624826436
2020-11-09,113487.1310684266,105198.20234295925,0.009491054541315203,0.0125656600838151
2020-11-10,113523.56436607674,105043.93896102009,0.00032103461693944353,-0.001466407015551896
2020-11-11,114288.09662888016,105824.25384157179,0.006734568871869097,0.007428461730107694
2020-11-12,113171.93462361337,104797.65219791661,-0.00976621396444476,-0.009701005264748486
2020-11-13,115223.0585032495,106248.52414875226,0.018123962327389134,0.01384450815840399
2020-11-16,116788.0778587403,107574.79018456012,0.013582518775499049,0.012482677255366115
2020-11-17,118097.51405807196,106996.20806717969,0.011212070815271584,-0.005378417344693687
2020-11-18,117525.84555324921,105708.51029826967,-0.0048406480812260184,-0.012034985091261552
2020-11-19,118862.32386086124,106153.5950719402,0.011371782107336565,0.004210491401446026
2020-11-20,119936.05457729677,105426.64813478554,0.009033398317977002,-0.006848067054742613
2020-11-23,121545.01017134279,106058.66599512812,0.01341511190873016,0.005994858714796214
2020-11-24,123666.13868374385,107767.64120470143,0.01745138290260468,0.016113489581811358
2020-11-25,123187.47844392521,107601.4838419108,-0.003870584502057866,-0.0015418112610910972
2020-11-27,122240.23157319125,107901.12886275917,-0.00768947365998026,0.0027847666235589763
2020-11-30,120016.99741611593,107423.44218392088,-0.018187417746702805,-0.004427077676322333
2020-12-01,120691.72490233391,108598.3795903938,0.00562193273239966,0.010937439562412221
2020-12-02,120943.4049360989,108826.85443917655,0.002085313089763486,0.002103851361728415
2020-12-03,122952.0834712281,108797.17760096084,0.016608417269139097,-0.00027269774881066855
2020-12-04,123598.40508759554,109734.7681012732,0.005256695113415458,0.008617783300879367
2020-12-07,123310.84394455077,109509.27643335548,-0.002326576486492514,-0.0020548789760928
2020-12-08,124461.0337770088,109829.70686373743,0.009327564354155441,0.002926057415573835
2020-12-09,123127.31786127378,108844.66635349728,-0.01071593152700762,-0.008968798500593955
2020-12-10,123602.06991625983,108809.05221050799,0.0038557816675659925,-0.0003272015449394816
2020-12-11,122692.57538360292,108681.47280026734,-0.007358246777526391,-0.001172507320381877
2020-12-14,123036.1264441336,108194.88500709475,0.0028000965784323816,-0.004477191747914833
2020-12-15,125421.38194722519,109657.60251052106,0.01938662709911195,0.013519285161497141
2020-12-16,120481.79420740153,109829.7068637374,-0.03938393647984312,0.0015694703265087817
2020-12-17,121686.5484252713,110443.8643814985,0.009999471088518785,0.005591907101446081
2020-12-18,121987.92386369905,110002.90569564777,0.0024766536838114568,-0.003992604644179609
2020-12-21,123412.48456558937,109609.57136146369,0.011677882996697458,-0.0035756722215349868
2020-12-22,123554.49109310255,109424.84660348392,0.0011506658180738794,-0.0016852976951309273
2020-12-23,125418.20147775256,109523.16565855172,0.015084116879617526,0.0008985075887202321
2020-12-24,125188.18655568757,109949.23749703376,-0.0018339835793752962,0.003890244003815324
2020-12-28,122240.47201073052,110893.81135255289,-0.023546267631617226,0.008590999601471694
2020-12-29,120183.71244779053,110682.23796678788,-0.016825520460682038,-0.0019078917315986654
2020-12-30,122370.85570029308,110840.16252524323,0.018198333267934633,0.0014268283814673488
2020-12-31,121348.19018187516,111403.32508438623,-0.008357100328877182,0.005080852881416131
2021-01-04,120811.20258791975,109886.68755538981,-0.004425180080152658,-0.013613934124924842
2021-01-05,123703.71328876249,110643.4953581512,0.023942404668455607,0.006887165493817404
2021-01-06,126435.35432384785,111305.01571497062,0.02208212641692403,0.005978845432152102
2021-01-07,128769.1284661865,112958.68585071505,0.018458240219432664,0.014857103474825717
2021-01-08,128870.99388308419,113602.30712234431,0.0007910701742803725,0.00569784666652251
2021-01-11,130872.85783625524,112836.54977698787,0.015533859814778953,-0.006740684804330321
2021-01-12,135365.89499054977,112860.36679564728,0.03433131383068075,0.00021107538919329372
2021-01-13,135471.0752696884,113164.30256040217,0.0007770072302623462,0.0026930247826078
2021-01-14,137055.7433563076,112768.00441665742,0.011697464447407163,-0.0035019713352912873
2021-01-15,136027.44194878446,111945.61506312629,-0.0075027969083341405,-0.007292754339187968
2021-01-19,138703.37078691705,112824.62673917996,0.01967197794648022,0.007852131372524163
2021-01-20,142325.5749132587,114385.95386723882,0.02611475197604427,0.013838531295726986
2021-01-21,140813.8587948103,114490.22959838448,-0.010621535302911758,0.0009116130750344009
2021-01-22,143024.12469736525,114085.02065465329,0.0156963662630372,-0.003539244747369441
2021-01-25,143217.2174142611,114534.93856875123,0.001350070956941141,0.003943707171337518
2021-01-26,141223.28066283854,114356.17048684937,-0.013922465381065304,-0.0015608170234846508
2021-01-27,134589.33353219277,111561.24964284165,-0.04697488331604387,-0.024440490024358885
2021-01-28,137931.99905704628,112520.70066007727,0.02483603594079727,0.00860021755141016
2021-01-29,135466.78430793266,110268.06010915738,-0.01787268194448535,-0.020019787805313105
2021-02-01,137653.47893148017,112103.55899288596,0.016141924640190125,0.01664578919690407
2021-02-02,139708.64954353156,113688.72251090854,0.014930030305113771,0.014140171215466735
2021-02-03,142067.42099643312,113778.12108033772,0.016883503352214627,0.0007863450961074214
2021-02-04,145864.5023317689,115071.27187141335,0.02672731938613206,0.011365548831330674
2021-02-05,148668.45768047863,115524.17296637634,0.019223013851115956,0.003935831138366819
2021-02-08,152011.5410700859,116358.47567206327,0.022486837098910986,0.0072218885819659295
2021-02-09,152849.90792231172,116281.00982609419,0.005515152641201617,-0.0006657516396777474
2021-02-10,155388.35508149705,116230.35386530172,0.016607449711226213,-0.0004356339944779908
2021-02-11,159337.64517573544,116418.07148979868,0.025415611692182934,0.0016150482060348637
2021-02-12,157622.74135173683,116993.16677240182,-0.010762703453457234,0.0049399141838002425
2021-02-16,153501.10208751625,116891.86453646903,-0.0261487601907843,-0.0008658816470014097
2021-02-17,152900.10858257467,116918.65505034129,-0.003915239022837281,0.00022919057693626677
