Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2020-07-08 00:00:00-04:00,76.69999694824219,77.0,74.93000030517578,75.61000061035156,61.894927978515625,6293500,0.0,0.0
2020-07-09 00:00:00-04:00,75.11000061035156,75.83999633789062,73.94999694824219,74.70999908447266,61.15816116333008,5199800,0.0,0.0
2020-07-10 00:00:00-04:00,76.0999984741211,76.8499984741211,75.5199966430664,76.31999969482422,62.47612762451172,9553800,0.0,0.0
2020-07-13 00:00:00-04:00,76.5199966430664,78.33999633789062,75.94999694824219,76.68000030517578,62.770835876464844,9626600,0.0,0.0
2020-07-14 00:00:00-04:00,76.20999908447266,77.3499984741211,75.44000244140625,77.19000244140625,63.18832778930664,6904200,0.0,0.0
2020-07-15 00:00:00-04:00,76.98999786376953,77.29000091552734,76.23999786376953,76.6500015258789,62.74627685546875,6018800,0.0,0.0
2020-07-16 00:00:00-04:00,76.5999984741211,76.75,75.62999725341797,76.63999938964844,62.738075256347656,4862200,0.0,0.0
2020-07-17 00:00:00-04:00,76.52999877929688,77.6500015258789,76.20999908447266,77.51000213623047,63.450279235839844,6940100,0.0,0.0
2020-07-20 00:00:00-04:00,77.75,78.94000244140625,77.27999877929688,78.08000183105469,63.91687774658203,6974400,0.0,0.0
2020-07-21 00:00:00-04:00,77.3499984741211,77.98999786376953,76.5999984741211,76.77999877929688,62.852691650390625,5636600,0.0,0.0
2020-07-22 00:00:00-04:00,76.87000274658203,77.25,75.95999908447266,76.25,62.41884231567383,4734800,0.0,0.0
2020-07-23 00:00:00-04:00,76.43000030517578,76.80000305175781,75.37000274658203,75.55999755859375,61.85398864746094,5854400,0.0,0.0
2020-07-24 00:00:00-04:00,75.47000122070312,75.6500015258789,73.12000274658203,73.63999938964844,60.282264709472656,8149000,0.0,0.0
2020-07-27 00:00:00-04:00,73.88999938964844,74.58999633789062,73.31999969482422,74.54000091552734,61.019012451171875,7678500,0.0,0.0
2020-07-28 00:00:00-04:00,74.66999816894531,75.04000091552734,73.61000061035156,73.7300033569336,60.35594940185547,5484400,0.0,0.0
2020-07-29 00:00:00-04:00,73.8499984741211,73.8499984741211,72.52999877929688,73.01000213623047,59.766536712646484,8345200,0.0,0.0
2020-07-30 00:00:00-04:00,72.55000305175781,72.5999984741211,71.70999908447266,72.33000183105469,59.209896087646484,9274100,0.0,0.0
2020-07-31 00:00:00-04:00,69.7300033569336,70.83000183105469,68.5199966430664,69.52999877929688,56.91779327392578,20551100,0.0,0.0
2020-08-03 00:00:00-04:00,69.72000122070312,72.1500015258789,69.61000061035156,71.7300033569336,58.7187385559082,9671800,0.0,0.0
2020-08-04 00:00:00-04:00,72.0199966430664,72.30999755859375,70.47000122070312,70.87999725341797,58.02288818359375,9799700,0.0,0.0
2020-08-05 00:00:00-04:00,70.63999938964844,70.80999755859375,68.9800033569336,69.0,56.48392868041992,12271400,0.0,0.0
2020-08-06 00:00:00-04:00,69.0199966430664,69.62999725341797,68.62000274658203,68.80999755859375,56.32838439941406,8318000,0.0,0.0
2020-08-07 00:00:00-04:00,69.36000061035156,69.7300033569336,68.80999755859375,69.3499984741211,56.77043151855469,8069000,0.0,0.0
2020-08-10 00:00:00-04:00,69.1500015258789,69.25,67.95999908447266,68.51000213623047,56.08280944824219,10278000,0.0,0.0
2020-08-11 00:00:00-04:00,68.44999694824219,69.18000030517578,67.91999816894531,68.0999984741211,55.74717330932617,10236900,0.0,0.0
2020-08-12 00:00:00-04:00,68.69000244140625,69.11000061035156,68.37999725341797,68.83999633789062,56.35294723510742,9116600,0.0,0.0
2020-08-13 00:00:00-04:00,68.97000122070312,69.19000244140625,67.98999786376953,68.18000030517578,55.81266403198242,7468100,0.0,0.0
2020-08-14 00:00:00-04:00,68.08999633789062,68.81999969482422,68.0,68.5,56.07461166381836,9169200,0.0,0.0
2020-08-17 00:00:00-04:00,68.31999969482422,69.3499984741211,68.30999755859375,69.1500015258789,56.60672378540039,6848800,0.0,0.0
2020-08-18 00:00:00-04:00,69.2300033569336,69.75,68.9800033569336,69.05999755859375,56.53303146362305,6327500,0.0,0.0
2020-08-19 00:00:00-04:00,66.19000244140625,67.47000122070312,65.5,65.69999694824219,53.782508850097656,19680300,0.0,0.0
2020-08-20 00:00:00-04:00,65.83999633789062,66.16000366210938,65.55000305175781,66.05000305175781,54.06903839111328,8339300,0.0,0.0
2020-08-21 00:00:00-04:00,65.77999877929688,66.87000274658203,65.41000366210938,66.5,54.437408447265625,9898000,0.0,0.0
2020-08-24 00:00:00-04:00,66.36000061035156,66.95999908447266,65.55000305175781,66.08000183105469,54.093597412109375,8566200,0.0,0.0
2020-08-25 00:00:00-04:00,65.91000366210938,66.23999786376953,65.70999908447266,66.05000305175781,54.06903839111328,7456600,0.0,0.0
2020-08-26 00:00:00-04:00,65.87999725341797,65.87999725341797,65.16000366210938,65.5999984741211,53.700660705566406,7522600,0.0,0.0
2020-08-27 00:00:00-04:00,65.58999633789062,65.8499984741211,65.31999969482422,65.55000305175781,53.659732818603516,7919600,0.0,0.0
2020-08-28 00:00:00-04:00,65.22000122070312,65.75,64.9800033569336,65.26000213623047,53.422332763671875,6821000,0.0,0.0
2020-08-31 00:00:00-04:00,65.45999908447266,66.88999938964844,65.41999816894531,66.75,54.64204788208008,9083900,0.0,0.0
2020-09-01 00:00:00-04:00,66.33000183105469,66.47000122070312,64.91000366210938,65.83000183105469,53.88894271850586,8348000,0.0,0.0
2020-09-02 00:00:00-04:00,65.31999969482422,66.95999908447266,65.31999969482422,66.79000091552734,54.67479705810547,8334700,0.0,0.0
2020-09-03 00:00:00-04:00,66.80999755859375,67.43000030517578,65.4800033569336,65.91000366210938,53.95443344116211,10457400,0.0,0.0
2020-09-04 00:00:00-04:00,65.72000122070312,66.94000244140625,65.58000183105469,66.01000213623047,54.03628921508789,8762200,0.0,0.0
2020-09-08 00:00:00-04:00,65.12000274658203,65.37000274658203,63.95000076293945,64.13999938964844,52.5054931640625,10729400,0.0,0.0
2020-09-09 00:00:00-04:00,64.27999877929688,65.08000183105469,63.61000061035156,64.51000213623047,52.80838394165039,9309700,0.0,0.0
2020-09-10 00:00:00-04:00,64.69000244140625,65.04000091552734,63.54999923706055,63.77000045776367,52.202613830566406,8420600,0.0,0.0
2020-09-11 00:00:00-04:00,64.37000274658203,65.91000366210938,64.22000122070312,65.58000183105469,53.684295654296875,10213000,0.0,0.0
2020-09-14 00:00:00-04:00,64.44000244140625,67.91999816894531,64.30999755859375,66.33999633789062,54.87542724609375,18854200,0.68,0.0
2020-09-15 00:00:00-04:00,67.04000091552734,67.12999725341797,65.91999816894531,66.19999694824219,54.759620666503906,8327700,0.0,0.0
2020-09-16 00:00:00-04:00,66.31999969482422,66.55000305175781,65.61000061035156,65.6500015258789,54.30466842651367,7563600,0.0,0.0
2020-09-17 00:00:00-04:00,64.81999969482422,65.54000091552734,64.4000015258789,65.04000091552734,53.80009460449219,8498300,0.0,0.0
2020-09-18 00:00:00-04:00,64.94999694824219,65.16999816894531,64.05000305175781,65.05000305175781,53.80836486816406,14256900,0.0,0.0
2020-09-21 00:00:00-04:00,64.80999755859375,64.97000122070312,63.459999084472656,64.20999908447266,53.11353302001953,8575200,0.0,0.0
2020-09-22 00:00:00-04:00,64.08000183105469,64.58000183105469,63.290000915527344,63.400001525878906,52.443511962890625,7228200,0.0,0.0
2020-09-23 00:00:00-04:00,63.5099983215332,64.08000183105469,63.0,63.09000015258789,52.18708038330078,8520200,0.0,0.0
2020-09-24 00:00:00-04:00,62.70000076293945,62.84000015258789,61.650001525878906,62.25,51.492252349853516,9004600,0.0,0.0
2020-09-25 00:00:00-04:00,62.099998474121094,62.5099983215332,61.77000045776367,62.25,51.492252349853516,7142800,0.0,0.0
2020-09-28 00:00:00-04:00,62.939998626708984,63.40999984741211,62.52000045776367,62.849998474121094,51.988555908203125,7474700,0.0,0.0
2020-09-29 00:00:00-04:00,62.959999084472656,63.029998779296875,61.95000076293945,62.099998474121094,51.368160247802734,8657900,0.0,0.0
2020-09-30 00:00:00-04:00,62.349998474121094,63.43000030517578,62.11000061035156,63.189998626708984,52.26979446411133,10072600,0.0,0.0
2020-10-01 00:00:00-04:00,63.33000183105469,63.709999084472656,62.709999084472656,63.31999969482422,52.3773307800293,8356500,0.0,0.0
2020-10-02 00:00:00-04:00,63.29999923706055,63.84000015258789,62.150001525878906,62.16999816894531,51.42606735229492,7796600,0.0,0.0
2020-10-05 00:00:00-04:00,63.709999084472656,64.08999633789062,63.099998474121094,63.599998474121094,52.608943939208984,10193900,0.0,0.0
2020-10-06 00:00:00-04:00,63.790000915527344,63.790000915527344,62.349998474121094,62.52000045776367,51.715579986572266,8398100,0.0,0.0
2020-10-07 00:00:00-04:00,62.72999954223633,63.16999816894531,62.290000915527344,62.84000015258789,51.98028564453125,6351400,0.0,0.0
2020-10-08 00:00:00-04:00,63.33000183105469,64.05000305175781,63.02000045776367,63.31999969482422,52.3773307800293,6434900,0.0,0.0
2020-10-09 00:00:00-04:00,64.61000061035156,64.69000244140625,63.720001220703125,63.84000015258789,52.80746841430664,9364500,0.0,0.0
2020-10-12 00:00:00-04:00,64.06999969482422,64.98999786376953,63.54999923706055,64.55000305175781,53.394771575927734,7750200,0.0,0.0
2020-10-13 00:00:00-04:00,64.55000305175781,64.98999786376953,64.0,64.48999786376953,53.34514617919922,6450200,0.0,0.0
2020-10-14 00:00:00-04:00,64.41000366210938,64.58999633789062,63.439998626708984,64.05000305175781,52.98118209838867,7138900,0.0,0.0
2020-10-15 00:00:00-04:00,63.47999954223633,63.54999923706055,62.650001525878906,62.959999084472656,52.07954406738281,9630700,0.0,0.0
2020-10-16 00:00:00-04:00,62.400001525878906,62.86000061035156,61.83000183105469,62.0,51.28545379638672,12307200,0.0,0.0
2020-10-19 00:00:00-04:00,62.0,62.099998474121094,60.209999084472656,60.56999969482422,50.102569580078125,9643600,0.0,0.0
2020-10-20 00:00:00-04:00,60.59000015258789,60.900001525878906,59.86000061035156,60.54999923706055,50.08603286743164,9208000,0.0,0.0
2020-10-21 00:00:00-04:00,60.2400016784668,60.5,59.900001525878906,60.209999084472656,49.804786682128906,7493700,0.0,0.0
2020-10-22 00:00:00-04:00,59.91999816894531,60.900001525878906,59.650001525878906,60.66999816894531,50.18528747558594,17061800,0.0,0.0
2020-10-23 00:00:00-04:00,63.380001068115234,63.63999938964844,60.7599983215332,60.790000915527344,50.284549713134766,30965400,0.0,0.0
2020-10-26 00:00:00-04:00,60.36000061035156,60.689998626708984,59.400001525878906,59.959999084472656,49.597984313964844,10256300,0.0,0.0
2020-10-27 00:00:00-04:00,59.810001373291016,60.209999084472656,59.439998626708984,60.0099983215332,49.63935470581055,7699900,0.0,0.0
2020-10-28 00:00:00-04:00,59.310001373291016,59.56999969482422,58.060001373291016,58.720001220703125,48.5722770690918,12150800,0.0,0.0
2020-10-29 00:00:00-04:00,57.79999923706055,58.88999938964844,57.040000915527344,58.529998779296875,48.41511917114258,12529400,0.0,0.0
2020-10-30 00:00:00-04:00,57.790000915527344,58.58000183105469,57.18000030517578,58.150001525878906,48.10078430175781,11869100,0.0,0.0
2020-11-02 00:00:00-05:00,58.779998779296875,59.150001525878906,57.83000183105469,58.529998779296875,48.41511917114258,9352600,0.0,0.0
2020-11-03 00:00:00-05:00,58.81999969482422,59.38999938964844,58.400001525878906,58.83000183105469,48.66328430175781,6599700,0.0,0.0
2020-11-04 00:00:00-05:00,59.38999938964844,61.189998626708984,59.369998931884766,59.869998931884766,49.5235481262207,12935200,0.0,0.0
2020-11-05 00:00:00-05:00,60.34000015258789,60.470001220703125,59.20000076293945,59.630001068115234,49.32502746582031,7519800,0.0,0.0
2020-11-06 00:00:00-05:00,59.41999816894531,59.5,58.720001220703125,59.06999969482422,48.8618049621582,7209800,0.0,0.0
2020-11-09 00:00:00-05:00,59.400001525878906,60.369998931884766,58.9900016784668,59.04999923706055,48.845252990722656,10807100,0.0,0.0
2020-11-10 00:00:00-05:00,58.439998626708984,61.45000076293945,58.18000030517578,60.619998931884766,50.14393615722656,10524400,0.0,0.0
2020-11-11 00:00:00-05:00,60.93000030517578,61.119998931884766,59.560001373291016,60.099998474121094,49.71379852294922,7336400,0.0,0.0
2020-11-12 00:00:00-05:00,59.900001525878906,59.9900016784668,58.91999816894531,59.97999954223633,49.614540100097656,9226200,0.0,0.0
2020-11-13 00:00:00-05:00,59.959999084472656,60.97999954223633,59.77000045776367,60.59000015258789,50.11912155151367,6740800,0.0,0.0
2020-11-16 00:00:00-05:00,60.2599983215332,61.29999923706055,60.25,61.09000015258789,50.53271484375,6969300,0.0,0.0
2020-11-17 00:00:00-05:00,60.79999923706055,61.04999923706055,60.369998931884766,60.970001220703125,50.43345642089844,5488400,0.0,0.0
2020-11-18 00:00:00-05:00,61.040000915527344,61.63999938964844,60.560001373291016,60.900001525878906,50.375545501708984,8884200,0.0,0.0
